Unnamed: 0,gene_3444,gene_5927,gene_19627,gene_8595,gene_16328,gene_10829,gene_3924,gene_19913,gene_846,gene_13693,Class
sample_0,0.0,10.1581173461,3.66272960643,8.11054072937,10.2648530648,0.0,7.72776392727,7.47570911568,1.3342822253,5.5592225829,PRAD
sample_1,0.323658291026,9.96041324431,0.811142173669,10.6535258361,8.6714207634,0.0,4.11678891854,0.323658291026,1.3271699704,1.17478989305,LUAD
sample_2,0.0,11.355290524,0.0,0.0,10.6009350087,0.0,0.0,8.27689673843,0.796597754048,1.98112198979,PRAD
sample_3,0.434881719407,9.83477441069,1.26735601178,8.08868225172,10.6126473777,0.0,5.31095444409,8.55056595627,1.26735601178,2.28383289719,PRAD
sample_4,2.67834238508,9.20112167233,0.649385529182,8.61110596968,9.86637329579,2.39618689563,10.1462631764,0.0,1.43594856486,1.09565441671,BRCA
sample_5,1.44228003525,10.371961733,1.19415010559,7.68215188796,11.5567886266,0.0,5.0717626693,7.82010874104,0.89429393355,2.51679681539,PRAD
sample_6,0.531867995606,9.00605111968,3.65438971118,6.66266125548,8.93686463041,0.0,6.56414339139,8.83913133653,2.44845169044,2.04292444517,KIRC
sample_7,3.2080177549,9.24696143861,2.50024117919,7.77375242787,9.30939677036,0.0,5.10103649772,7.52985997996,9.50491033226,5.49410194695,PRAD
sample_8,0.635336494705,10.647997987,0.352306552906,10.9037312434,11.3526559168,0.352306552906,7.2377453439,0.871764810561,1.41131776834,2.64521745148,BRCA
sample_9,3.03068920407,9.77045246934,0.0,8.56665535299,9.28158930211,0.0,5.6781761586,8.92313134877,7.66618138718,2.77989003934,PRAD
sample_10,2.14639454906,9.52215778157,3.54968149087,8.44652092029,9.50864454938,0.0,10.9951028778,0.514400039037,1.65168318063,6.01863639942,BRCA
sample_11,1.02140865694,9.45813794138,3.58318207868,0.0,9.37405484718,0.425781538704,5.43377737046,0.425781538704,2.44964060512,0.0,KIRC
sample_12,2.86284809032,9.75184026652,1.56598704075,7.94767784417,9.55830781892,0.0,4.81038140495,8.02573756141,1.36098224137,2.29912740841,PRAD
sample_13,1.41364823661,10.3090215319,1.16864203556,4.91270734164,7.59395128395,1.41364823661,11.2001261826,7.0807962134,1.16864203556,2.2461344205,BRCA
sample_14,0.779133623525,9.9028559327,0.0,5.54932724475,9.83038210212,2.07802908772,11.6135454654,0.0,0.441483479583,2.82509361905,BRCA
sample_15,4.01842943364,9.47501190305,1.69425618974,11.1750941535,9.95882237995,1.88103807567,10.0241007803,0.533264313072,0.533264313072,7.9612239391,BRCA
sample_16,2.79372944814,10.050433675,0.0,11.0236226892,10.073980857,0.0,2.46933900264,5.93991296421,9.47301568825,6.0730361331,LUAD
sample_17,1.0775164697,9.75636450639,3.64085225892,2.11476679267,9.93826520534,0.0,4.36575551727,8.81367859592,2.93777751232,0.45428119555,KIRC
sample_18,2.36960607003,9.2224205987,1.95810026172,2.17849156782,9.79308628479,0.0,6.89853488133,8.14374543676,0.972177970346,0.714751059343,KIRC
sample_19,0.559247060462,10.2597197285,2.51984379731,9.93208923056,11.1649886101,0.0,5.91143753015,8.8012362739,0.961252884058,0.961252884058,PRAD
sample_20,0.0,9.46949733702,0.44625622989,7.63338034894,10.38138072,2.09163214011,8.80131712133,0.0,1.06170708479,0.0,BRCA
sample_21,0.472071799416,10.1601739683,0.0,0.472071799416,9.39961972956,0.0,4.31977687622,9.73985822637,1.73244287694,0.472071799416,KIRC
sample_22,0.812621439577,9.66917207683,1.86690797814,8.0864122617,10.0160003751,0.0,1.86690797814,8.60380435293,2.73837874298,3.27782113343,LUAD
sample_23,0.467905469061,10.2555715443,1.34061923513,5.06897169899,10.3291684555,0.0,10.61933047,0.0,1.54384228661,3.6431981708,BRCA
sample_24,0.0,9.40319101747,1.06115406321,3.14135104025,10.2610606216,0.0,2.82476785314,6.84393361006,3.06848164874,1.33411056784,KIRC
sample_25,3.69018240103,9.51442213279,0.843099470232,11.4951954726,9.95727619947,0.338681124625,5.93860102348,0.0,2.71303589486,2.71303589486,LUAD
sample_26,0.0,9.8336744245,0.566571640627,0.0,10.9451950744,0.0,4.15663931069,7.63787103447,0.0,1.54794331129,COAD
sample_27,0.0,9.2832921222,3.7555606028,5.36956768512,9.91889304472,0.488926267524,11.6591396512,0.0,1.93508252332,1.93508252332,BRCA
sample_28,2.32570301291,11.4311371466,1.67310409759,7.11036324336,9.32890152259,0.790521837837,6.51535134198,0.448689551769,1.97033831408,2.42706975521,BRCA
sample_29,0.705137466719,11.0404678205,0.0,10.5147337764,10.1143540098,0.0,7.47925481722,0.960140980311,0.960140980311,3.04416676768,BRCA
sample_30,0.439037962843,9.55347954534,0.0,4.77178524118,9.93522252048,0.0,9.14951088425,0.0,2.07069844371,4.43480834479,BRCA
sample_31,0.0,9.64191445884,0.0,9.76910060834,10.512039188,3.23776254935,11.6687166009,0.0,0.0,3.96312265545,BRCA
sample_32,1.35145872332,9.32700689901,1.73448202221,1.35145872332,10.0157495516,0.0,4.23610988989,8.14480607327,0.828550346572,0.472903623607,KIRC
sample_33,0.0,9.48736374529,2.2260152164,8.11585518175,8.69907961459,0.0,9.40589027859,0.0,1.63315217708,5.74277695185,BRCA
sample_34,0.0,9.95212094424,2.57104572039,8.67989877219,9.34816822681,0.0,4.85831924259,8.0295577932,1.40463068422,4.52143398041,PRAD
sample_35,0.0,9.59803760775,0.648833547907,7.75634949361,10.3720488253,1.70990817114,9.24532927325,0.0,0.0,5.58893345896,BRCA
sample_36,1.51232803599,8.83414233722,4.51487971296,5.59781122415,10.4012742027,0.0,6.01643391824,4.46733817843,1.84551012308,4.71132419599,KIRC
sample_37,3.90565897027,9.36282052553,0.0,8.33798308799,9.85472192514,0.0,5.39531991094,0.0,2.99884538206,2.42519072149,LUAD
sample_38,1.63250088948,9.28976762097,2.17018145777,10.9252873868,10.6443159755,0.0,10.1826550579,0.433066269618,1.26321473144,6.43911278534,BRCA
sample_39,0.0,10.0629230945,2.53652542984,10.9704366801,8.46291119977,0.905427923421,7.41258678223,0.0,1.67025117554,5.69037239476,BRCA
sample_40,0.742954756697,9.32178381817,3.47305953726,1.42443842221,9.65762035664,0.418783638512,5.88097932325,1.42443842221,2.23419472295,1.74747333574,KIRC
sample_41,0.638861600083,9.62443176681,2.29269341826,7.69825321141,11.0293838636,0.0,6.27282757342,8.21615896203,1.92048386821,2.71611294212,PRAD
sample_42,1.36339538544,9.77729477298,2.51571245196,8.22055729301,9.8003822483,0.0,7.16736796426,8.82282254374,0.837135913923,3.32831948247,PRAD
sample_43,0.864017717205,9.40946731209,1.7908971216,1.15710840354,9.29547279001,0.495695162624,1.7908971216,0.0,2.09774562164,1.40064722052,KIRC
sample_44,0.753262219268,9.84671425403,3.94470854763,2.14672038303,9.57310370787,0.0,3.77444973256,0.425244442148,1.61206935829,1.24567819388,KIRC
sample_45,1.8747969659,9.85808826049,1.1456774552,9.15333668802,10.3710251584,4.20631501729,10.6664459388,0.313245851788,0.788685710614,4.40103650222,BRCA
sample_46,4.95460579151,9.38806035023,2.43645504022,6.91928048541,8.52075223906,0.0,8.25503329222,7.28037177035,9.82706636634,7.87585376836,PRAD
sample_47,0.0,10.1860647041,0.0,8.91968569666,9.57522722793,0.0,1.67509327382,0.0,0.0,2.77589336028,COAD
sample_48,0.0,9.23054648502,2.17549266504,8.51195817376,9.94988651791,1.03927879535,11.9553229758,0.0,0.768501947434,9.33559803423,BRCA
sample_49,0.0,10.2536466044,1.40757029478,7.38707815133,9.21526117962,0.633198686374,5.8239378357,0.0,5.44042736543,1.67982911911,LUAD
sample_50,0.0,9.01128317275,2.1603071061,7.19146395157,10.2463487022,1.8490384769,10.7932049892,8.84614538744,1.59655355274,0.0,BRCA
sample_51,1.50700807775,10.0922021515,4.18537499404,8.2925885182,9.20279235439,0.0,3.35205225634,1.15581398414,0.690729962157,0.690729962157,LUAD
sample_52,0.890719057131,10.5135993068,0.890719057131,8.75589236326,9.38283150038,0.0,3.04605444879,0.0,1.83276851894,3.54544949848,BRCA
sample_53,1.22804904788,9.99997182209,2.32984117653,9.20980912155,10.8198198399,0.0,7.18972574077,8.39115335103,0.533563348215,4.24031432933,PRAD
sample_54,0.0,10.5695233706,0.0,5.93765276821,9.46800284782,0.0,1.99927847208,0.0,1.41446030582,5.23427904379,COAD
sample_55,0.0,10.8563399293,0.0,9.63255541702,9.06368898361,0.0,5.68472057261,0.0,0.7194901312,4.37309134747,BRCA
sample_56,1.00295449751,9.2742406917,1.74110019861,12.9293527356,10.1965406555,1.00295449751,11.414405125,0.739329676016,1.87876457127,2.00442948041,BRCA
sample_57,0.0,10.4742433628,2.79771858412,8.6810943108,8.51625158333,1.21598915415,5.80486154349,6.12503938037,1.57748925379,0.73248629303,COAD
