Unnamed: 0,gene_10573,gene_7920,gene_20350,gene_11769,gene_15827,gene_11985,gene_12924,gene_13509,gene_8562,gene_8584,gene_11980,gene_6396,gene_7559,gene_7622,gene_11485,gene_1380,gene_14420,gene_18745,gene_15740,gene_150,gene_7472,gene_15420,gene_9269,gene_14099,gene_2801,gene_4053,gene_13831,gene_12307,gene_17568,gene_11195,gene_30,gene_12065,gene_10875,gene_11472,gene_4149,gene_18459,gene_3705,gene_9117,gene_179,gene_17490,gene_2207,gene_6490,gene_6073,gene_602,gene_330,gene_15095,gene_4152,gene_10993,gene_6856,gene_12784,Class
sample_0,7.10781338836,3.5454247857,8.49008471155,3.01795752966,10.4701504353,11.2047484137,9.90617658547,10.4504174113,0.0,9.54207421827,2.47622613255,6.58252890707,8.17271251903,0.0,8.67866351418,8.11054072937,7.60159252936,11.2630696275,5.78831246156,11.1348883194,0.0,8.41060822679,3.01795752966,10.932628157,1.3342822253,13.7711592956,5.00125279721,9.57634829055,6.08714880874,11.2335957115,0.0,6.04255679258,6.97452931248,6.8783084591,12.8462523609,3.92603738372,12.1510672924,9.0538851652,12.5822643185,11.7454348352,2.01539051939,1.82203667202,9.40848896984,7.97170448307,8.09456862002,10.5927186422,7.64244887593,1.0102785673,0.591870870063,0.0,PRAD
sample_1,8.96585641761,3.43825292404,7.54788163525,1.00439352315,7.61050075663,11.5243458165,10.2105861188,10.9627803538,0.323658291026,9.20474474626,2.96184554918,6.4557562658,8.29414743053,0.0,9.94540140355,9.87951432941,9.96876757675,1.81360677487,2.53081986991,7.71781348972,0.323658291026,8.33966297474,3.40025100147,10.7765399557,0.0,14.5720132909,5.50339326211,9.00953193182,4.67986289072,11.5155717244,0.0,3.59300710003,7.04212993544,1.81360677487,11.6092618616,2.70785605148,11.6200273311,9.66384625866,12.2337514784,11.7434796246,0.323658291026,0.323658291026,8.89216027341,8.56621390581,6.83524196684,10.2148654927,8.63445895333,0.0,0.32653734814,0.0,LUAD
sample_2,8.37303477896,2.08375799984,6.81102140272,4.94710505157,9.59912062976,11.9875127312,10.3314992151,11.0330925755,0.0,10.2377477336,5.32410132,7.8258301387,7.81642691067,0.0,11.6459645899,8.70782499903,10.2841069112,8.95601017309,2.22801825364,11.2369290441,0.0,10.2128732727,1.07416287551,9.96523306987,0.0,11.4280931761,0.0,8.02530569801,4.11103966129,10.1784283242,0.0,0.0,7.99165788949,5.09442188511,11.4734825306,1.30684550031,10.8897092876,8.37142817779,12.9661647453,11.6492786352,0.0,0.0,9.595001933,8.84593847123,8.69248648151,11.0318252409,9.55456966678,0.452595434703,1.08671584105,0.0,PRAD
sample_3,9.09441027236,3.27481328412,7.34091827027,3.34291025546,11.1239273882,11.8644067115,11.2861534269,10.4703640014,0.0,10.8505697341,0.768586635001,5.33630124289,8.95614960657,0.434881719407,10.3000779531,8.78262479571,8.39341620047,14.1352283076,3.73472045733,11.8221405872,0.0,9.19395650296,2.05869746918,10.7729330927,0.768586635001,13.2493860809,3.72670045325,8.59589522244,5.10959458133,10.1931557072,0.0,3.43963643422,8.44529631988,4.88239850405,12.1265592927,0.768586635001,11.6683132873,9.52816495672,13.3701561052,10.9031964781,0.0,1.63723926617,8.95512678126,9.23159080896,8.05472911552,10.6513477363,9.11743791505,1.26735601178,2.48941448485,0.0,PRAD
sample_4,9.56446391369,2.50205048901,7.94775965312,8.48056403663,8.53243385404,11.4977370952,11.010010517,9.90238868209,0.0,10.8438975033,2.96762975347,7.67422758461,8.36962351738,0.0,11.3143906455,8.25347878853,8.81971926953,2.96762975347,8.2708419284,11.5142357062,0.0,8.97204065205,6.14834641598,10.8666993829,0.88970715844,16.6434052771,6.1097909633,7.38049569801,4.0827792177,10.533660677,0.0,14.9008620921,7.66415569379,3.33581193523,12.5619155862,2.47207179942,10.6294568038,8.65347926093,12.4028894852,11.8427235414,0.649385529182,0.0,9.36246550525,9.37363733715,7.60217921567,10.4872773132,9.40058702615,1.09565441671,1.09565441671,0.0,BRCA
sample_5,7.83646069135,2.33596910323,7.8499492345,2.97634530404,9.75350592789,11.6305401645,11.7803470125,10.7469173461,0.0,9.28642607647,8.36587184823,7.93846811706,8.72621475273,1.19415010559,11.4156308687,8.21768633423,8.7026194533,15.0013158238,7.20373952102,10.4269984972,0.0,9.43253354902,0.515409693386,11.1488832759,0.0,15.4878023585,7.89374443548,8.55662100587,5.45905122162,10.515561869,4.93670388927,6.53068880065,6.96679958463,6.73640193132,11.93531609,1.44228003525,10.8024275066,9.01190650421,13.6790951829,12.049610349,0.0,1.19415010559,9.16973713829,8.84682236034,6.51044770935,10.5382374415,8.34506366126,0.0,1.02488699931,0.0,PRAD
sample_6,7.70875972995,5.89248574521,8.25504273697,2.85630848972,8.91704381782,9.78384458187,10.6903123259,10.5786651637,0.0,7.03052368716,1.69117679681,8.19704464085,11.5561467731,0.919683313397,10.2382494741,8.55949946106,7.72101029954,3.37330019661,7.77486610922,8.85727502119,0.0,8.67258091834,10.3033127095,11.6655313429,3.49237878274,15.3603841681,0.22576849643,8.13172322867,4.81649219154,10.1895033753,0.0,11.5160841116,5.69557073865,8.969308808,12.6752734427,6.77263788615,11.3113793647,7.77192518344,11.5019565754,12.7896966521,0.0,0.0,8.74931972457,8.38962703752,7.11182424276,9.21095863672,8.44235054243,0.0,1.224966365,0.0,KIRC
sample_7,8.4716548946,2.95492212915,7.78551785795,2.96487914245,9.85728124273,10.9449023583,11.0316598543,10.3559786974,0.0,8.41977061422,3.75918779862,9.89360035472,9.92902903889,0.441802154629,10.1129737394,8.11687934869,7.93873862165,12.0253749156,7.15145296109,10.7566647291,0.779553903495,9.32801513053,4.34680800408,11.3783219536,1.28285490932,14.9902059206,5.6844372592,7.89310733802,4.7591718163,10.0392480837,0.0,6.27937843123,6.64742388771,11.8094948347,12.2881047392,9.92690526761,11.2359902664,10.1218184021,12.3393768193,11.5076856413,0.0,0.0,9.40932304301,8.62746822303,6.71786831273,10.2694189297,8.3675152231,0.441802154629,0.779553903495,0.0,PRAD
sample_8,10.5083890349,1.90357821533,7.8800610058,1.68392098081,8.37315661607,12.2234557352,11.6812340187,12.0181619198,0.0,9.85060567421,3.03426854744,7.6766341294,8.31795069745,0.352306552906,11.5177284331,9.84410785172,10.4161852813,2.20041018787,6.34869098001,9.62508414872,0.0,9.00057189268,5.22937642476,10.860163596,0.635336494705,16.8963324039,6.85882646512,6.53808492231,3.32691120391,9.83321110463,0.0,3.59275601044,7.67272940741,5.15291756238,10.8642403221,3.86340328571,10.4370654066,9.0321697355,9.19559120973,12.1375803698,0.0,0.352306552906,9.5208347249,9.55200426728,6.49745109919,10.5965997662,9.13796197791,0.352306552906,2.64138417922,0.0,BRCA
sample_9,8.72397487345,1.39149278998,7.54549737829,2.9107326619,10.2358825968,11.1828412465,10.7402361258,10.7593556023,0.0,10.2162487095,9.15200337522,6.54818228104,8.85975218368,1.20414071678,11.4210075943,8.22381831,8.73726086559,14.1796136804,5.8181270896,10.1931310603,1.20414071678,9.13704492386,0.724213686757,10.6192662685,0.724213686757,14.4954365946,6.24158662212,8.12818512057,5.5858188467,10.2382255856,0.0,5.37238799972,7.1413816973,9.29811986186,11.6894345816,9.35668304703,10.218623776,11.8863977247,12.8817277022,11.9002441719,0.0,1.20414071678,9.38228033244,9.25258265249,7.68458733809,11.1140546293,9.71892324992,1.20414071678,2.11276684543,0.0,PRAD
