Unnamed: 0,gene_14902,gene_2547,gene_16235,gene_1418,gene_14593,gene_12387,gene_13466,gene_5320,gene_780,gene_13225,Class
sample_0,7.60911223594,10.2570931445,2.01539051939,7.54002726926,1.82203667202,0.0,0.0,7.1467468538,6.412576621,12.140075641,PRAD
sample_1,5.68808242212,10.5539748082,0.0,8.54013191418,4.57826247997,0.0,0.0,5.24799585001,2.76237007849,9.27025327159,LUAD
sample_2,8.33072868823,10.4105679496,5.376231335,7.61693106138,0.452595434703,0.0,0.0,5.83921890797,0.0,12.9375724438,PRAD
sample_3,7.68715869418,10.6963938105,5.04495797177,7.62166363101,1.93141831808,0.0,0.0,5.64062960361,5.40977107863,11.0554586939,PRAD
sample_4,6.97494223861,11.2622475656,1.09565441671,8.02850837562,6.10133281301,0.0,0.0,7.34132756313,7.92431370799,9.72329745209,BRCA
sample_5,7.73834901622,11.0972288996,0.515409693386,8.33551094645,0.89429393355,0.0,0.0,8.59719221132,0.89429393355,11.1597515276,PRAD
sample_6,6.9443665341,10.199929946,0.0,8.19704464085,3.24348629552,0.0,0.0,10.3188929907,2.32553033157,9.63484189992,KIRC
sample_7,7.29001884693,10.1292186095,1.48104055612,8.22794318991,3.36676981745,0.0,0.0,9.47180728606,1.48104055612,10.8821997805,PRAD
sample_8,7.58191610174,10.7126817508,1.55404850725,7.97353091948,3.52504152767,0.0,0.0,9.33639274643,8.60093500869,9.84756008705,BRCA
sample_9,8.08176036635,10.6288100412,4.05726829917,7.96990450337,0.724213686757,0.0,0.0,8.17765872148,4.31526914019,11.0735993465,PRAD
sample_10,7.27423370178,10.4910012541,0.514400039037,8.08614153392,2.61842661665,0.0,0.0,7.203700374,5.74667823154,10.3380120681,BRCA
sample_11,7.35809731065,11.1622465484,0.0,8.31378549151,4.03984026453,0.0,0.0,10.1934021533,1.02140865694,10.7723145739,KIRC
sample_12,7.01822243816,10.1918365054,0.477366480067,8.06851496883,2.93860572791,0.0,0.0,7.83197221887,6.20063382107,10.4058647572,PRAD
sample_13,5.11675149751,10.5305136329,0.501821265421,7.59395128395,0.501821265421,0.0,0.0,6.38593485705,0.0,9.16871974759,BRCA
sample_14,6.92669924063,11.0261775969,1.48036853735,7.28567963354,3.31482701478,0.0,0.0,6.22314641887,4.37100816376,9.97236238147,BRCA
sample_15,7.68530946208,10.8239403825,1.22755626105,8.35524536833,6.59554244852,0.0,0.0,8.42448545241,6.13586726859,10.6085967399,BRCA
sample_16,7.42076870292,11.0992557485,2.37540092891,8.78064474658,3.72437742161,0.0,0.0,6.03813324711,4.62858697747,8.75282551347,LUAD
sample_17,7.54252891665,11.0621338574,0.799336025158,8.42206897227,4.17200739069,0.0,0.0,9.87615162221,0.0,10.2930002531,KIRC
sample_18,6.92161484756,11.0504676866,0.0,7.9079662046,2.0725174502,0.0,0.0,9.09990268756,5.85172405947,10.5285615519,KIRC
sample_19,7.34821471127,11.0995582155,2.25945328344,7.8166381028,1.2753050942,0.0,0.0,7.37989816352,7.16041602787,11.262470743,PRAD
sample_20,6.96124130614,11.9237025968,2.41948495798,8.83262423007,4.46100460993,0.0,0.0,8.02132980904,0.0,9.66123654022,BRCA
sample_21,7.42401508141,12.2433108664,0.472071799416,8.49913233382,1.34970496171,0.0,0.0,9.55322032838,0.0,9.83403959912,KIRC
sample_22,7.06750965322,9.704261608,1.09396575037,8.01226696316,2.0092396649,0.0,0.0,6.29836872119,5.7020756942,8.75291246391,LUAD
sample_23,5.67783519354,10.4032890285,1.88048962669,7.97703945429,5.14904795421,0.0,0.0,3.88311246019,3.59825799976,9.46894777302,BRCA
sample_24,7.90720915559,12.072973317,0.520648535883,8.32008748507,3.40082480064,0.0,0.0,8.69786415194,0.283684759815,10.7859673326,KIRC
sample_25,7.56939235292,10.3916946968,7.67403686545,7.81802608153,1.75770601748,0.0,0.0,8.1930373982,1.51212572994,8.65066404939,LUAD
sample_26,7.36650581829,10.8098726098,0.0,7.74202642786,2.85857784891,0.0,0.0,5.72230480522,1.28865386361,8.49692965416,COAD
sample_27,7.38205331971,11.3602655005,0.853516664755,8.32425256704,0.853516664755,0.0,0.0,5.56553624995,4.40405158274,9.94510726582,BRCA
sample_28,7.19541650269,9.94122811538,1.0666058842,8.08782877262,3.89371167733,0.0,0.0,7.81114988211,10.4232525026,6.72888646455,BRCA
sample_29,7.63146811235,9.52655205548,5.51578182518,7.52440067074,0.395282204132,0.0,0.0,9.5183541613,4.38232140711,8.8802477777,BRCA
sample_30,7.20135940938,10.5332615872,1.64795914541,7.83902737792,5.02913922234,0.0,0.0,5.58333554616,0.775092694119,9.90502440523,BRCA
sample_31,7.20247649394,11.4384020228,0.0,7.88560486758,0.0,0.0,0.0,8.16206901533,6.00562679463,10.2472036115,BRCA
sample_32,7.20593006073,11.5076360936,0.0,8.31438384744,3.82678235017,0.0,0.0,9.70739882291,2.16716521295,9.70439649653,KIRC
sample_33,5.97744937297,10.5290595835,1.63315217708,7.07680491038,5.72854911485,0.0,0.0,6.82596366417,4.95199335592,11.2118822123,BRCA
sample_34,7.6304200335,10.6955241094,3.2074712233,7.70065471917,0.631523406479,0.0,0.0,8.17554456076,5.59177514668,11.2893849359,PRAD
sample_35,7.18788648901,11.3727399341,0.0,7.56627480311,4.34391942637,0.0,0.0,6.58884053802,4.07895987803,10.4319780744,BRCA
sample_36,7.3013955915,11.3784195011,0.454702328164,8.47564832566,4.6487645354,0.0,0.0,9.50778671328,0.0,10.2248940356,KIRC
sample_37,7.74940018197,11.1053323629,3.81895278906,9.06140629759,5.71638461569,0.0,0.0,8.69676935933,7.46528069433,9.16610532346,LUAD
sample_38,6.48494209038,10.5174036558,4.0962281133,7.51049518256,4.54874485994,0.0,0.0,6.37349857529,3.90719833773,10.3514251531,BRCA
sample_39,5.75009997209,10.966346826,1.85567083444,7.41258678223,3.46472053762,0.0,0.0,6.9265450717,5.49474840317,11.5103092369,BRCA
sample_40,7.90163322475,11.8030211393,0.0,8.96137444656,3.85524225145,0.0,0.0,10.0726015881,1.00748257633,10.2026993174,KIRC
sample_41,7.32992188198,10.6311406695,5.69199191347,7.84179704707,1.92048386821,0.0,0.0,7.81745697988,5.78238235293,10.3069047245,PRAD
sample_42,8.28926273194,10.9937451137,4.9851542877,8.02316107717,2.51571245196,0.0,0.0,8.15787742619,5.49321499863,10.7588311509,PRAD
sample_43,6.59918089782,12.068442416,0.864017717205,7.98400823645,4.08676678517,0.0,0.0,9.83317472851,0.495695162624,11.1866218798,KIRC
sample_44,6.7312511379,11.8280968056,0.425244442148,9.09658866609,3.976473621,0.0,0.0,10.522865923,1.90400231628,10.7796701156,KIRC
sample_45,7.34862193964,10.8704494908,0.313245851788,8.39911553873,1.29572302454,0.0,0.0,7.81572271354,4.99082782505,10.7654270043,BRCA
sample_46,6.79865971994,8.81740581368,3.29661892144,7.464668267,1.86702663221,0.0,0.0,9.1348498251,2.43645504022,10.2794248642,PRAD
sample_47,6.58566263902,9.64011657043,0.791689066898,7.42696915471,3.49003094437,0.0,0.0,3.74730145845,0.0,9.15984359238,COAD
sample_48,6.55782973783,11.0784510599,2.28368475981,7.37168953559,5.71023337371,0.0,0.0,6.77689356852,1.7916890669,9.63841781231,BRCA
sample_49,7.22119074858,11.5019217542,4.6889300518,8.15353683203,1.07169403327,0.0,0.0,9.37221646317,0.633198686374,8.94708751351,LUAD
sample_50,7.12127448241,11.3999080646,4.17482983245,8.1590488671,5.24847032024,0.0,0.0,6.925619712,0.0,10.4241557888,BRCA
sample_51,6.37997784909,11.4178736068,1.78922844601,7.33334322394,2.83604530404,0.0,0.0,5.63539164077,1.15581398414,10.4184008035,LUAD
sample_52,6.47522110222,9.69078547493,0.0,8.14819691374,2.711803236,0.0,0.0,8.51521491666,10.2191564173,5.64698632531,BRCA
sample_53,7.96468164439,10.5878243868,4.67877054134,8.01796086914,2.56620629347,0.0,0.0,7.04957631716,2.86096279786,11.4249640655,PRAD
sample_54,6.8277174228,10.0250980254,0.0,7.31192991743,1.99927847208,0.0,0.0,3.51682202345,1.41446030582,9.12574407712,COAD
sample_55,6.83897697105,10.5131255251,0.404140166264,6.99704395723,4.37309134747,0.0,0.0,7.84849775539,4.18074461619,10.0618976769,BRCA
sample_56,7.55276898772,10.5225815313,3.17517326566,7.40389825226,4.63015498185,0.0,0.0,6.21527671357,2.66793752798,10.1924037867,BRCA
sample_57,7.09385591861,9.85551947447,0.0,7.37826017011,3.35907131229,0.0,0.0,7.12105685712,1.57748925379,8.7690113211,COAD
sample_58,6.77507688702,11.7282521682,0.702480242783,7.90310456891,4.39735119345,0.0,0.0,9.83265112712,0.0,10.6135224445,KIRC
sample_59,7.6186864912,10.6910717333,3.90811156061,7.8150886421,2.75114232473,0.0,0.0,7.73652370114,7.56146361672,10.1786150591,BRCA
sample_60,6.36223316074,10.948513246,0.0,9.05636134142,6.56077149968,0.0,0.0,8.84854157139,4.85640311765,10.1895157298,LUAD
sample_61,7.63175183606,10.9016664068,1.22706330584,8.44040410894,1.59038644335,0.0,0.0,8.80777028114,3.57897493092,10.0586547229,KIRC
sample_62,8.02610288334,11.3706765103,4.1946859489,8.53260528249,2.89712423069,0.0,0.0,8.39451842915,6.18234469007,10.1894045351,BRCA
sample_63,7.23999942105,10.8250621273,2.1166974432,7.68420158981,2.71406963555,0.0,0.0,6.72768906039,4.39384175196,10.5458139628,LUAD
sample_64,8.15423585147,11.1154923899,2.08627424996,7.85934841977,1.48728052938,0.0,0.0,5.87032526072,5.38408780832,10.425184426,PRAD
sample_65,7.17767865165,9.7835925227,0.882290890985,6.94076579098,2.38302684427,0.0,0.0,6.55696274002,0.882290890985,7.13070440163,COAD
