Unnamed: 0,gene_10427,gene_3905,gene_16635,gene_10544,gene_966,gene_6258,gene_17072,gene_1295,gene_6139,gene_12308,Class
sample_0,0.0,9.90846167632,0.591870870063,9.34465098915,10.3179778224,8.64138345663,0.0,2.12008647067,8.10257415366,6.30564226687,PRAD
sample_1,0.0,8.85894143564,0.0,7.68997002548,10.8102743897,7.80803102691,0.0,0.0,8.3033652287,8.10677229596,LUAD
sample_2,0.452595434703,8.94742070011,0.0,8.28544383447,9.84321287374,9.14686393026,0.0,0.0,8.88694332325,7.72640891631,PRAD
sample_3,0.0,9.30644225546,0.0,8.1507170566,10.1143019481,9.79327815827,0.0,0.0,9.12654703241,6.26653545244,PRAD
sample_4,0.0,9.6623550604,0.0,8.83057224816,10.0555264798,9.59250188719,0.0,1.36131920156,8.77361068485,8.84044749758,BRCA
sample_5,0.0,8.88662940071,0.89429393355,9.23595437743,10.1919721799,8.0899218125,0.0,0.0,9.07183773622,7.36272410891,PRAD
sample_6,2.56171715708,9.18467206228,0.0,7.61015375172,10.7550127307,8.39666471386,0.0,0.0,8.17273251764,6.45840005086,KIRC
sample_7,0.0,9.740074181,0.0,9.35668084647,10.2893849359,7.60877967895,0.0,0.0,8.12985482915,8.17527009107,PRAD
sample_8,1.91314792063,9.05635863162,0.0,5.60227573613,10.5960872354,8.98705363332,0.0,0.0,8.85044002951,8.97859034867,BRCA
sample_9,0.0,9.23395754417,0.0,7.52010004209,9.24019266837,8.601339958,0.0,0.0,9.55603082585,7.02342170514,PRAD
sample_10,0.0,9.13825643865,0.0,9.51372759595,10.7626477957,9.22163786844,0.0,0.0,8.00666269147,8.59775462269,BRCA
sample_11,1.61339020529,10.3096014047,0.0,4.94795130165,11.6320955035,8.1849596216,0.0,0.0,9.25021313292,8.25987034705,KIRC
sample_12,0.0,9.41731456777,0.0,9.00985660342,11.0184297118,9.16085969825,0.0,0.0,8.85352477385,7.76727739197,PRAD
