Unnamed: 0,gene_19355,gene_15552,gene_3413,gene_14218,gene_4737,gene_9916,gene_2437,gene_1097,gene_640,gene_10161,gene_3092,gene_5924,gene_16147,gene_912,gene_11441,gene_1621,gene_4038,gene_7571,gene_16173,gene_13500,gene_484,gene_11241,gene_15742,gene_13087,gene_15088,gene_17781,gene_8504,gene_8907,gene_1594,gene_2271,gene_17042,gene_3618,gene_10342,gene_1833,gene_9086,gene_1378,gene_20002,gene_16718,gene_15828,gene_10871,gene_20510,gene_13448,gene_14494,gene_13240,gene_334,gene_12196,gene_1626,gene_10065,gene_19448,gene_16490,gene_9730,gene_1610,gene_12295,gene_2307,gene_8609,gene_9818,gene_11794,gene_7078,gene_12272,gene_15755,gene_10694,gene_12907,gene_12531,gene_20050,gene_9681,gene_12848,gene_20250,gene_18950,gene_5203,gene_7945,gene_8580,gene_1960,gene_15851,gene_2254,gene_10101,gene_5804,gene_9794,gene_15413,gene_16638,gene_5834,gene_5002,gene_9714,gene_2334,gene_486,gene_7694,gene_10792,gene_8757,gene_9678,gene_6163,gene_18656,gene_829,gene_4233,gene_203,gene_10364,gene_17739,gene_15360,gene_10141,gene_8182,gene_9870,gene_20526,Class
sample_0,10.2796454003,0.0,8.37799132691,15.5181183153,3.82640611741,0.0,0.0,9.53723781757,6.99842118873,0.0,8.12108794846,11.8100293173,6.16996106837,12.1086224626,7.74832704754,14.4717768091,8.83903682901,6.98033382845,0.591870870063,12.4783904452,11.5746029876,9.77285888445,15.0539894985,10.1904049786,10.8006168322,9.4788788032,7.98620612173,10.601910038,9.39551057232,7.42552644277,8.31735381935,9.08250833947,11.4343884535,0.0,0.0,12.8669678471,8.38457655687,0.0,8.61663705683,8.5615438075,8.46959298047,9.13940554074,11.7001969365,8.21025734657,9.59674137901,4.54318033671,5.77501102227,2.60207674842,10.5159954422,10.7488385627,4.37706126339,9.57889532595,2.01539051939,8.59598843581,6.24904896269,3.18816351558,5.85417273062,9.974672703,9.05113007324,12.8852978996,0.0,8.8213562573,0.0,9.48092749794,9.91662293681,8.08651310808,8.25405542604,7.22493743366,9.46858942597,12.923251337,8.43829285158,0.591870870063,10.7377374549,7.21511554062,4.74765593293,2.60207674842,5.60504090173,9.30239902581,1.0102785673,6.06458757576,5.01986645412,2.33833883468,0.0,11.0120099009,0.591870870063,0.0,1.3342822253,7.22003000722,6.88451245074,9.10691882675,11.8786717053,11.6035753491,15.6730799092,9.66072151571,11.5511458758,6.17917860293,8.84063632171,0.0,1.3342822253,12.003134876,PRAD
sample_1,10.4756118504,0.0,8.97670158458,15.7160102365,0.323658291026,0.0,0.0,9.54644113555,6.13287291845,0.0,10.1626304992,10.6426744994,9.21881990773,10.1054764209,9.40054006425,12.9594187974,2.32895132391,5.55548181837,0.0,11.4367375645,11.1189280988,11.3594311222,0.0,10.7187126666,10.0179497375,8.29298875375,5.24694766677,10.4343780276,10.5425869529,5.71596473498,9.06674848062,7.67761394582,11.4895620016,0.323658291026,6.31244372843,10.8491548557,7.67761394582,0.0,8.15722059927,1.59081756331,8.45168918297,8.1014977565,10.1034976397,8.87448653671,9.85357935314,6.85104938328,6.59739708853,3.93893499972,10.769953519,9.44807293096,2.59227762362,9.01578299724,0.323658291026,10.1689478458,3.89082604339,2.39941721985,5.14827929444,9.60867435325,9.30682044318,11.1427963221,0.0,8.7074557687,0.0,8.16355911167,11.7726692238,0.0,7.30563314764,7.29411525762,9.31025603973,12.7719845888,10.1620010181,1.46503412153,9.99103992246,6.68816636807,3.17772648293,2.53081986991,3.17772648293,9.21210723671,0.0,6.26132394893,9.82974017415,2.76237007849,0.0,10.3569360887,0.0,0.0,0.587845009254,7.17110672577,9.23937894605,9.85239842029,12.6579146106,10.2578828002,9.18492987674,10.5128392065,10.5433122096,7.74377749226,0.0,0.0,1.59081756331,12.6745520141,LUAD
sample_2,12.1931279794,0.0,7.59510080018,14.2215644657,1.8397580797,0.0,0.0,9.38872338711,4.13604369611,0.0,8.95279656642,10.4679926621,7.60605722119,11.0713953213,9.09470847934,13.0961847513,3.50052164338,7.16968453223,0.0,12.6607625106,10.7138074902,11.4043592593,0.0,11.0389121324,10.1027106149,7.9406366072,7.59234490635,11.6523744522,11.3842171356,0.796597754048,8.76148474727,0.0,11.7233153729,0.452595434703,0.0,11.5091217846,9.28738917966,0.0,7.51307221489,0.0,7.76113232468,6.98896865391,10.8866263526,8.97620609015,9.46207481982,5.14036558021,4.98116766711,3.24418684733,11.0715964358,10.0737934609,0.796597754048,8.79058960463,0.452595434703,8.06296895141,0.452595434703,2.10982856531,3.58977546945,9.5977490369,7.70364061226,12.6582025552,0.0,8.00413617788,0.0,9.34982745836,10.4260340728,5.32410132,7.76113232468,7.93412723279,9.2907883863,12.5877657985,9.66477791983,2.33725438047,10.3056855825,7.07822554301,6.91599885174,5.24219852525,5.06296355656,7.29005572046,0.0,12.4628140901,9.22034446689,3.14670409307,0.0,9.49761036986,0.0,0.0,0.0,6.47088659653,8.93335428193,10.152525694,13.0288263883,10.2293595997,13.8047360516,9.89270825036,10.9316830571,7.74799152926,6.47088659653,0.452595434703,0.0,9.04525456146,PRAD
sample_3,11.778455007,0.0,8.95717170725,15.2999020053,2.38446431478,0.0,0.0,9.42674487417,5.29694923481,0.0,9.56615300594,10.7925218988,6.38057188752,11.4887037848,8.4855033073,13.6341644146,8.23398869108,7.01572725405,0.0,11.1397623695,11.131413283,10.0893710281,2.87424613872,10.3008787449,10.2184058207,9.19222129448,8.65749710044,10.9163348162,10.6168612407,7.40221054052,9.15442321216,6.73043617104,11.7369768652,0.434881719407,0.0,11.0514060912,8.57738728386,0.0,7.85438220972,4.96596432177,8.62572710491,8.94692381472,12.253176789,8.92516274507,7.74287528603,4.63933057809,4.07300613173,6.16409838878,10.0505969235,11.9575664159,2.72870419668,9.14459451815,1.26735601178,8.04898812003,4.8650873927,2.65002924053,4.53548690454,10.5483499217,8.35052376697,11.0998671923,0.0,8.58929534397,0.0,9.04049247873,10.8618545878,6.95974697548,7.74507594782,7.24380234742,9.04241999314,12.1197322622,9.54456845813,2.38446431478,9.74476657742,6.7588361466,4.466457458,3.18447073664,4.71857534291,8.1471387681,0.0,7.36574502078,7.47532812262,2.17565233822,0.0,10.7197567212,0.768586635001,0.0,0.768586635001,6.34355172928,8.67125444524,9.84816596247,12.7039014111,9.21460568832,17.4724925312,10.0201882528,10.820011383,8.54477515114,7.82782537449,0.0,1.03941918313,11.3926823441,PRAD
sample_4,11.137817286,0.0,8.21258879254,15.0371994505,0.0,0.0,0.0,9.591890687,6.26455331989,0.360982241369,9.27116418633,11.2138575789,6.58843431331,9.60663284258,9.53325574605,13.4400256191,11.323859787,7.59371230846,0.0,11.1949168714,11.2496705076,10.9233349143,0.0,12.1327567571,9.80673004827,8.95478664744,8.68869441597,10.7428567647,10.7112367678,9.12236729396,9.29942555124,9.02101604054,12.1518093592,0.0,0.88970715844,10.2979594325,9.54921864319,0.0,8.65144281666,4.05614996111,8.15187910651,8.67771964164,11.3131041062,9.45652896551,8.62261926554,5.27829333205,5.37039796705,3.72505399524,10.1802945863,8.41358562063,1.27584142314,8.51684250467,2.14120387736,8.33701972431,4.98647464908,4.44306951888,4.0452594768,9.21981468375,8.93313589254,12.5790896147,0.0,9.02888956818,0.0,8.74043178477,11.2756473063,0.0,8.19869549613,7.39849574082,9.62180829835,12.6226787429,10.1040351931,0.360982241369,10.146619586,7.50844449927,5.62428516872,4.26253839416,4.325264074,9.17723514031,0.0,4.53439160109,8.14464804707,2.52717044967,0.0,9.88471085605,0.0,0.0,0.88970715844,5.19117176257,8.8395502453,9.75726498705,12.5020187541,8.47134599853,4.05614996111,10.3946556127,11.3385079842,8.03793674468,4.58653057909,0.0,1.71114244954,11.922439457,BRCA
sample_5,12.2433435973,0.0,8.99136027786,15.410090235,5.57897493092,0.515409693386,0.0,9.23375387471,5.96703715395,0.0,8.86154601329,10.9358427655,8.06644981914,11.1129802532,8.39007435014,13.9555772624,2.62114930357,5.01542174313,0.0,12.2686735737,11.1205100583,10.1286516998,1.44228003525,10.6929292864,10.3521427663,9.44146895495,7.8844391865,9.99278259032,10.4920935255,7.1524065408,9.24005906805,8.99136027786,11.4771106282,2.80966138944,0.515409693386,11.7681305536,8.83601878589,0.0,7.55286118793,0.89429393355,7.95353880357,8.76944117191,11.175106632,8.89055005132,10.1352603778,5.22868018512,6.29068979759,4.11403380055,10.4421867116,11.7416186637,3.60449837412,8.71888216291,2.14893410453,8.27280238489,5.80630343258,4.87471337174,5.05825587688,10.0910915317,8.28078932557,13.1879860516,0.89429393355,8.28476858865,0.0,9.32653734814,10.8490140737,2.89539957339,7.93846811706,6.94684780539,10.1850736379,12.3254150868,9.42444136165,0.0,10.6733355792,6.58331598748,5.73830847874,2.97634530404,5.42888271475,9.72962584141,0.0,10.41207228,6.20931103869,2.28223220805,0.0,10.70225062,0.0,0.515409693386,1.19415010559,6.05015556584,6.90093924273,9.69699012249,12.0303395273,10.5962083955,17.090432937,9.98383442652,11.2092583937,7.98869036666,7.80356932586,0.0,1.44228003525,11.556994534,PRAD
sample_6,10.8328900142,0.0,8.88066103939,14.1954260383,2.04292444517,0.0,0.0,9.8133691628,8.73063316355,0.0,7.94894536192,11.9135962931,6.96510317185,10.5172363178,7.81254314841,14.6596614837,4.01420351633,5.91398082189,0.531867995606,12.4006526635,11.1031828813,9.48044690181,0.919683313397,11.0550247884,9.9202039628,9.71050684539,5.73233161724,10.2845927879,10.6691330923,5.34621230917,8.4824651373,8.80070580233,12.1928414275,1.47679641898,3.10082630814,8.86739303864,8.68981631315,0.0,8.78911952391,5.36193675757,7.96447949849,9.33166715324,10.5574828481,9.97106928341,10.8342972208,4.86232244066,7.97984815238,4.09169137256,10.2755425561,9.88254217945,1.47679641898,9.33565385697,4.6735959958,8.84753346653,5.0871021224,4.92718061601,4.78090322506,10.4821424093,9.2736137942,12.7149538101,0.0,8.16603249337,0.0,9.6880701796,10.6108771995,0.0,8.05432755443,7.28265293152,9.47954787847,12.2325438448,10.113742166,1.87774424995,12.0403993233,5.56579516729,4.36573452422,3.9323068925,8.28628051575,10.79574747,0.0,4.64817204219,5.29798006016,0.0,0.0,10.1119963346,0.0,1.47679641898,0.919683313397,5.91398082189,10.0926910819,8.44783124945,11.3599032639,8.70684823094,4.09169137256,9.0147820792,10.4420104172,6.10082210404,2.76464339472,0.0,2.32553033157,13.2560597518,KIRC
sample_7,10.918975012,0.0,9.46377774222,15.1390196763,1.65526022602,0.0,0.0,9.38707599665,5.27785460141,0.0,8.73206903746,10.7194401615,7.7134621277,11.199972875,8.2123407384,14.2019630732,3.36676981745,5.05513056487,0.441802154629,11.8909672105,10.8640081187,9.69588422925,3.59778143418,11.305240966,10.9580088837,10.007952314,6.54042565457,9.93163430855,10.4645865904,6.72276655463,9.12172258348,10.6516526889,11.725894496,0.0,0.441802154629,11.3259181611,8.23996124568,0.0,7.9260409429,1.48104055612,7.84966781173,8.36594619018,11.0830803703,10.0465920078,10.5864645259,5.18868576387,6.47800914811,3.75918779862,10.3038264024,10.6016315254,4.44500491049,9.36532728604,2.1962608061,8.16449969744,5.08589624254,5.49410194695,4.96962021182,11.0042415377,9.18436708761,13.2771289972,1.48104055612,8.62746822303,0.0,8.73085050339,11.2595432024,5.9437291419,7.34510359101,7.63502154126,10.0089607803,12.2297861739,9.8832374273,0.441802154629,10.5163205366,6.7943638764,3.97178264216,2.75118518172,5.08589624254,10.644243862,0.0,5.57223181925,3.41602901133,1.28285490932,0.0,11.1062423059,0.0,0.0,0.779553903495,6.41276797884,8.85771979393,9.44331034148,11.5646020479,9.68399289207,16.4062415507,9.2963013823,10.7920744619,6.72261629738,8.11315350973,0.0,3.2080177549,12.6703774191,PRAD
sample_8,11.4799419015,0.0,7.49166072417,15.3503038582,4.78429457803,0.0,0.0,8.11867638137,6.61460826303,0.0,9.52137862058,10.1703131744,9.59598657161,10.2435786431,8.72307043625,12.0395531146,6.33392458256,4.40555676334,0.0,9.17984939105,11.1834865145,11.637308651,0.0,12.5119576798,9.64535401145,8.40529466156,2.28475100953,10.5263329528,10.1560451434,6.77395677701,9.04053083509,8.38991092507,12.0511681478,0.0,0.0,9.36549133243,8.60401570884,0.0,8.7455600466,5.23997460717,7.50490636087,8.28889836434,12.7964736503,8.16922352084,9.95656201842,5.32207596355,6.99342528743,2.11086432413,9.54222128534,10.5888457837,2.28475100953,9.43349363985,1.25283949138,7.6805283116,4.15979869576,6.87601345023,2.72826883696,8.85303190737,9.78018704734,10.5695423576,1.0748479159,8.25533077215,0.0,9.24509867312,10.5375581608,1.91314792063,7.41422857434,8.03264087088,10.1612830745,12.8112642994,9.11655190229,1.0748479159,8.95063171127,6.9649530529,6.38256869519,4.75503710723,2.43988904762,9.98662425175,0.0,8.98726685482,10.3038606421,8.98516453654,0.0,11.015909805,0.0,0.0,0.352306552906,7.64906212827,9.67133760671,9.87549902711,14.2216852913,8.27220986112,2.64521745148,10.1616357932,10.6821606686,8.5518197514,0.871764810561,0.0,0.635336494705,12.4989189966,BRCA
sample_9,10.8282237733,0.0,8.5187318281,14.4789338974,4.53405537531,0.0,0.0,9.85955497465,4.72363500809,0.0,9.02233729416,11.1191421538,4.05726829917,11.343857484,8.43423622833,13.5549365338,1.85119933859,6.18427235878,0.0,11.9855288923,10.3382461172,10.084702108,3.34027740477,12.3809155561,10.3967546082,9.16024709476,7.36326746387,11.4074058654,10.8569156815,8.55669763492,9.83057066371,8.91925068598,11.1012731871,0.0,0.0,11.992701171,8.7350550129,0.0,7.67080493641,4.11269179345,8.30933082643,8.62975731305,10.9382637349,8.94237961291,8.83341194755,5.20397633786,5.17822861565,4.40680194715,11.1462313499,11.8562698897,0.724213686757,8.90950311349,3.81146075489,8.11945474677,4.49287224077,4.11269179345,4.83427130269,11.458929457,7.96990450337,11.5278434979,0.0,8.55919351526,0.0,8.85975218368,10.0094647493,6.19714984096,8.25802418544,7.62388880404,8.83524828413,12.8725998582,9.20874402868,0.724213686757,11.2274595126,6.2598675231,5.96087539616,3.14143279093,5.37238799972,9.44435440818,0.724213686757,6.61687961491,6.70967662633,2.54220851432,0.0,9.94664168302,0.0,0.0,0.0,7.07316684606,7.70276142034,9.42051608751,12.2316652032,9.21191992158,13.3784032437,9.80871164098,10.3924354957,8.68661257682,2.63598650375,0.0,0.724213686757,11.1442949744,PRAD
