Unnamed: 0,gene_19123,gene_11008,gene_2863,gene_8544,gene_15815,gene_10480,gene_20083,gene_16391,gene_3516,gene_15376,Class
sample_0,2.94572005823,10.3310960838,0.591870870063,10.4309333699,7.71388823466,0.0,8.22500493922,4.69212586119,0.0,10.0386858353,PRAD
sample_1,3.56353645259,6.68816636807,2.86554275449,12.4216046497,9.60401941656,0.587845009254,8.2790394254,6.90956911587,5.9820147191,10.9294951392,LUAD
sample_2,3.13404018077,14.1018279808,0.0,12.1541187387,4.22401711433,0.0,9.7774969772,1.50716034912,1.8397580797,10.5627766568,PRAD
sample_3,3.67677515117,7.27034205268,0.0,11.9447486586,7.18223542472,0.0,9.05201368859,2.56683950309,0.434881719407,11.2219495619,PRAD
sample_4,3.11503324295,8.92977620623,0.649385529182,12.4096905825,10.0852732699,0.360982241369,9.62700303555,2.54413913745,1.11283355502,10.4467111365,BRCA
sample_5,3.50652577904,10.783571243,1.19415010559,12.0260392354,9.0368851666,0.0,8.81278699215,4.14937318952,0.453438561349,10.6053776554,PRAD
sample_6,3.67669618068,8.8193360802,6.2712239596,11.4212338206,10.1061703169,0.0,8.80070580233,6.74891737026,1.47679641898,10.0867864194,KIRC
sample_7,2.43386748497,9.20815874597,0.0,11.7127118393,10.6943927135,0.0,8.65722196892,3.2080177549,0.779553903495,10.6506837929,PRAD
sample_8,3.50303064564,9.6441627299,3.48994106043,11.5905823719,8.53360617369,0.0,11.8131839522,4.32819739029,3.41709637832,9.96602952197,BRCA
sample_9,2.42449217089,10.9686163988,0.0,11.8473627704,8.16276894819,0.0,9.77475412098,1.85119933859,1.20414071678,10.5144970912,PRAD
sample_10,3.53589120984,9.05355667808,3.32142306324,11.7809702973,9.51372759595,0.0,9.42659812972,2.51409700489,3.14120387736,10.0689797576,BRCA
sample_11,4.71795054335,11.3787608654,2.1482508177,11.2196525651,10.8078539825,0.754117859552,9.57248233751,10.5973356284,1.23633953917,10.4881313565,KIRC
sample_12,4.26008589249,13.2819618934,1.12201002013,11.3992779245,8.13844588596,0.0,9.4556909309,3.67408772636,0.0,10.749031382,PRAD
sample_13,3.37993973915,7.74707180917,3.75280210284,11.2219012418,7.00805879653,0.0,8.36662383713,4.52662599511,0.501821265421,10.5026528232,BRCA
sample_14,3.28068912334,7.65464318829,5.46997060843,11.5460552154,7.13947972746,0.0,9.2184445707,3.71954489054,1.90126274023,11.2192290349,BRCA
sample_15,4.06003008506,8.64520447941,4.09594129353,11.4044763508,9.70112448895,0.0,9.70112448895,3.80421880667,1.25755379022,10.6180734352,BRCA
sample_16,5.78358761202,7.50635915814,4.9712722328,12.0313600427,7.5975833153,1.62965969993,9.36870724624,5.39883944096,1.92318722071,10.3534445988,LUAD
sample_17,3.64598979995,9.85479983025,5.33033609888,11.6727833193,9.08544855791,0.0,9.81741220956,8.99100873362,1.34885560142,10.3909427728,KIRC
sample_18,2.33976450731,10.8290963744,3.0659513742,12.2016706141,11.6883071415,0.0,9.48505241855,10.6948975997,0.401193551063,9.83622870786,KIRC
sample_19,3.03100694332,11.6701162438,0.559247060462,12.2323939438,7.05648598709,0.0,9.14441352469,2.25945328344,0.463413203818,10.6818357501,PRAD
sample_20,3.32512732804,10.7173765444,2.91163406464,13.1586522868,9.0807162823,0.0,9.46580513374,3.47890710874,0.786596361891,11.0315289098,BRCA
sample_21,2.97030149702,12.6422299875,4.37465697956,14.3586992716,12.9828296228,0.0,9.43151431895,7.23674133746,2.16488279778,9.56212028614,KIRC
sample_22,4.52147167099,6.65604867664,1.09396575037,11.0932921072,9.51214390704,7.44791801158,10.5747921799,4.54316796092,2.76351780731,10.176422513,LUAD
sample_23,0.54952132079,5.69927121696,5.50603062055,11.3452777162,6.90877688794,0.0,8.58693358823,4.77804032227,0.467905469061,10.7588894327,BRCA
sample_24,3.1234841101,11.2468652705,3.91893954309,12.9533707421,10.8804789127,0.0,10.0136157892,9.39762329819,0.902498122738,10.2487459158,KIRC
sample_25,5.44050709914,6.60469109855,6.50733322108,11.8490179845,9.07406919236,0.843099470232,10.2658728568,5.2892922463,0.454702328164,10.7197053919,LUAD
sample_26,4.35550262651,6.499305373,1.76765479824,12.2493268183,12.6906331588,0.0,9.29954918687,2.75958197323,0.972325041557,10.686027722,COAD
sample_27,4.87046829397,6.12066297551,3.24366908097,11.7271589257,9.05504648676,0.0,9.65290590542,3.4706279661,0.0,10.1954460321,BRCA
sample_28,3.18805271134,9.66017242898,1.29824773417,12.723242835,12.4946456136,0.0,9.94390228501,4.71002392961,2.02570213134,10.2074048447,BRCA
sample_29,3.91196954949,10.3186331871,1.68081942464,13.5922818289,10.727052535,0.0,10.0945263957,4.09365313032,1.14005876439,11.704046279,BRCA
sample_30,4.99816841851,5.50640835298,2.66329907184,12.1953383698,8.41062518525,0.439037962843,9.58922417293,5.73553842377,0.0,10.8013769455,BRCA
sample_31,4.00511249807,9.452535722,0.0,12.0517425442,9.56368630481,0.0,10.3090215319,2.38313746979,0.0,10.1701128401,BRCA
sample_32,1.38614875473,9.1668058114,4.85455924572,12.1301908563,11.9447230404,0.0,9.26922254387,8.17610331948,0.754117859552,10.1911456009,KIRC
sample_33,2.77692514275,7.92940636977,5.33669399757,10.712380832,10.1591270976,0.0,8.76155123244,4.68357294983,0.742092468081,9.86036382602,BRCA
sample_34,3.096987067,8.9742023288,0.0,11.7202014985,8.23020781773,0.0,8.78959558987,3.02485154834,1.19566256286,10.5935965405,PRAD
sample_35,3.76742174497,7.54450084183,2.47064098006,11.6913422302,9.07957544943,0.0,9.75513127031,3.0673289447,1.35704521297,10.8968924181,BRCA
sample_36,3.55770416264,10.7682091416,5.93139467831,11.8114308909,8.37779616739,0.0,9.30723496884,9.58708928321,0.454702328164,10.4627885338,KIRC
sample_37,8.82413774551,7.63350386641,4.06484836993,11.5199163129,9.30617108396,0.0,9.67816524052,4.39962912806,4.31977687622,10.5948750746,LUAD
sample_38,4.60150042022,7.43953171965,8.13833836487,11.1324997296,8.94606116605,0.0,9.21099515291,6.31773277513,2.67687667831,10.8208251578,BRCA
sample_39,4.67407077292,7.99472113579,5.20148095876,10.7324388066,9.4777461259,0.0,8.40463494146,5.11325875619,1.45743669777,10.3332671828,BRCA
sample_40,3.79245975403,10.6525044209,6.26271690285,12.3146682061,11.4179896066,0.418783638512,10.2629052525,9.7211761076,1.59497842773,10.760653424,KIRC
sample_41,3.00950841828,12.8843403502,0.0,11.223380313,6.47609486995,0.0,9.09822951859,3.13740515483,0.0,10.4407238529,PRAD
sample_42,5.46613439242,10.9713136241,1.12412958533,11.1599091692,8.40257296833,0.0,9.47408108558,3.14807180813,2.21210237169,10.2178729022,PRAD
sample_43,3.55827988099,11.4646580577,4.93183904121,11.1347215034,11.4926393512,0.0,9.38931942961,11.1225691922,0.409255146685,10.4278575499,KIRC
sample_44,4.19176792326,11.7913135007,2.25429168632,11.2710836286,10.0898344425,0.425244442148,9.3525400601,9.57375320843,1.26429621203,10.6080884542,KIRC
sample_45,5.14590566009,8.90449915098,1.1456774552,13.3037664809,9.06334114776,0.0,9.89897013817,5.6711376572,1.28569812596,10.7411130108,BRCA
sample_46,3.37235317161,10.4950455318,0.0,11.288035507,8.90235400908,0.0,7.92906899624,2.84364221843,2.17967027935,10.1609680742,PRAD
sample_47,5.32765862494,4.26889844872,3.58097756848,11.9792679837,9.27844016547,0.0,9.72856169886,1.30000654661,1.86947663397,10.2323849493,COAD
sample_48,3.02009322131,10.7065564529,4.04234666331,12.0224857208,8.62681144416,5.87493218149,9.90665914471,4.81168166507,3.39576203543,10.396786712,BRCA
