Unnamed: 0,gene_8287,gene_17053,gene_3747,gene_8781,gene_4534,gene_19640,gene_4032,gene_1030,gene_18977,gene_7318,gene_20347,gene_8625,gene_14816,gene_13333,gene_16472,gene_1262,gene_545,gene_16213,gene_12173,gene_14443,gene_6354,gene_7133,gene_9796,gene_5451,gene_18237,gene_11596,gene_3006,gene_6272,gene_6215,gene_5392,gene_20362,gene_10211,gene_19969,gene_18013,gene_7259,gene_8524,gene_8351,gene_18742,gene_9035,gene_4367,gene_4913,gene_591,gene_17823,gene_7983,gene_1226,gene_4351,gene_17201,gene_12255,gene_17320,gene_9422,Class
sample_0,0.0,1.59865104788,1.0102785673,6.9211982741,12.2201697083,7.70136191584,4.10676706245,8.83423716589,10.0872506646,6.28702341475,9.50831375847,8.2588392368,12.6856117004,10.4523339159,10.4058115861,11.221695863,9.06485591287,7.76085963682,2.33833883468,8.51029341063,0.0,10.443078224,2.18589825255,8.83423716589,10.087913613,12.4298879083,7.36466872547,7.53609176542,15.0271327937,5.37755760323,1.3342822253,7.58644951337,7.04270999255,9.79444186062,9.33901264058,10.3310960838,9.67242534197,2.92467000817,11.4636980584,0.0,5.7615884628,6.88451245074,6.36010085881,12.4162987776,11.5322487664,4.69212586119,8.81973842632,2.47622613255,4.41184651859,1.0102785673,PRAD
sample_1,0.587845009254,3.32982682842,1.3271699704,1.70650845057,9.91189227507,8.26022800309,3.43422788677,8.35304093574,9.20781722137,5.16840135239,10.1650577232,9.4822896629,12.1218669563,9.38811633265,11.0998737656,9.92762687112,6.73660487531,7.65821862479,0.323658291026,8.23515741213,0.0,10.1383742061,2.81487850443,9.62898132483,9.37835121855,11.5325750892,0.323658291026,6.03100694332,12.3976639384,1.3271699704,0.0,8.53720286673,7.06127937573,7.98744593653,11.4728025143,10.8388887548,9.82254374531,0.811142173669,9.86557863287,0.0,2.76237007849,9.50810771861,7.40376194482,12.3099821748,10.2111947584,8.62346087121,10.3676877563,0.0,5.57844364492,0.0,LUAD
sample_2,0.0,0.452595434703,0.0,4.68308444218,6.8803426853,5.70654712879,5.22808369063,6.79675347697,10.6503876115,5.06296355656,10.9306338619,9.59334443288,11.2692552767,11.2179576979,10.3319134272,11.0487388809,11.5241841801,7.39605670983,0.796597754048,4.22401711433,0.0,10.324461856,1.8397580797,9.66674239206,9.59498141255,11.4215178685,1.50716034912,7.53330636863,16.751583285,3.24418684733,0.0,2.53366301282,7.60605722119,6.82983687787,10.673035176,11.2553118864,10.0332715657,0.796597754048,10.3327303078,0.0,3.24418684733,7.6779098746,5.96862532592,12.8807046546,10.542248375,5.47515948081,5.04697118017,1.8397580797,3.75796197331,1.30684550031,PRAD
sample_3,0.0,1.46409316524,0.0,4.48923463453,11.8446704615,7.87399155601,3.06825806175,8.99048125658,10.5473380011,4.48923463453,10.3152061818,8.62459443305,12.3279707966,10.7764577077,10.5841733111,11.9714106302,12.0169405751,8.52905958351,0.0,5.39778243,0.0,10.4033742501,2.941857519,9.2000108968,9.85244367859,11.0975317917,3.94704892904,5.01387758899,14.84415651,4.01140618325,0.0,5.47968327287,8.11820916048,7.25713322698,10.5147534984,10.8298099283,10.221490455,6.12826865191,10.5510641434,0.0,1.93141831808,8.1507170566,7.20115353627,12.6680118364,10.2086855111,4.01140618325,7.99032524524,1.46409316524,7.33778244027,1.79181407116,PRAD
sample_4,0.0,1.58009723295,0.0,1.58009723295,12.6132185341,8.77267087312,2.23127879134,8.64735768613,9.72717850079,6.86313315035,10.7970454122,9.6487638165,12.7060146077,10.495315414,10.5180924904,9.97427117363,9.59766152337,7.17064616869,0.0,9.78177770664,0.0,10.7515273224,1.94212034944,9.21291946506,8.93397385563,9.63218095308,2.31608780157,6.86664838834,14.4080975002,4.19696893136,0.0,8.73947347709,8.43032709447,8.62467850054,11.4070127735,10.86362103,10.0826280856,1.09565441671,10.665513578,0.0,2.74103546167,8.85203005853,7.02037996406,12.3098827296,9.527709617,4.82223047091,9.98928095322,5.97009898637,5.95033542999,1.83126923597,BRCA
sample_5,0.0,1.19415010559,2.00201836053,2.71848218821,11.3327974281,8.50536299853,5.22868018512,8.66343357523,10.2161274278,6.46208341103,9.59440672136,9.67098546465,12.6024112251,10.5926439028,10.2285782213,11.2333859988,6.53068880065,6.48791718982,2.14893410453,6.88530590832,0.0,10.5539748082,3.12575027527,8.50365880495,9.49395949562,13.5927373264,6.48991698342,5.19525309555,14.6692560229,2.14893410453,0.0,8.69516563993,8.03845264367,9.4017264508,9.42444136165,10.2072462068,10.0693423501,0.89429393355,10.8100333352,0.0,4.62148341747,7.68516226225,7.46324643357,12.5347940739,11.3151608863,5.67909157516,9.19637835928,0.0,6.39005198781,0.0,PRAD
sample_6,0.0,0.919683313397,0.919683313397,1.47679641898,12.5888574928,10.017114619,4.45641848783,7.62326697952,11.6419749518,7.17104666144,9.08041250373,11.6320818675,12.7639654762,10.8312597339,9.37977039759,9.6324281829,0.919683313397,6.58894394966,5.92460825578,9.23250487208,0.0,10.3523634986,2.66675659188,9.25056845377,9.85085098095,7.37854630301,8.95900502729,7.12109831209,9.58631814722,3.173926932,0.0,7.81540251027,7.87141245083,11.1301200525,9.1028103285,11.5066051156,8.57307150928,0.919683313397,11.094090885,0.0,3.173926932,8.84753346653,7.28154062056,12.1436542519,10.0226868353,7.62326697952,10.5782405877,0.0,5.52447119461,1.47679641898,KIRC
sample_7,0.0,0.441802154629,1.81068987305,4.29508380725,12.9493306535,8.87433898259,2.75118518172,8.48470207734,10.7914966564,8.12060077385,9.31041510754,11.2829030833,12.4337236537,10.9653297641,9.68587709221,10.3610884274,7.93873862165,6.45196935793,1.65526022602,7.19090123756,0.0,9.80334329478,2.1962608061,8.89185659544,9.2963013823,12.9390979909,9.79870669583,6.64225824174,12.4824575742,5.50552576484,0.0,9.67390440676,7.57121413908,10.3848700718,9.56960501322,10.3143566548,9.47471589116,1.28285490932,10.9595166066,0.0,2.30486145149,8.16449969744,7.60490899439,12.1340187398,10.2735974772,7.16592198552,9.63672611311,0.0,6.68307882619,1.28285490932,PRAD
sample_8,0.635336494705,2.51161984066,3.17346327682,2.64521745148,12.0968897166,9.53381444313,3.41709637832,8.27092133197,11.0272356233,9.22723085248,11.2998891302,10.9670460909,11.2892984719,11.565501978,10.7793664344,10.2883124159,9.15975531118,5.41255799189,0.0,7.09324324196,0.0,9.35765756381,3.34036286995,9.44155195086,9.33121703499,8.9221205251,2.01539051939,8.81277415929,11.655731953,2.36440434153,0.635336494705,9.5208347249,7.24565728003,8.33287796832,10.6638249159,10.9966994438,10.7088683402,0.635336494705,11.1415260321,6.08343677717,3.77871322109,8.08648657024,8.58023218224,12.6993251873,9.2258990898,5.31206610424,9.55040819322,0.0,8.54540470626,1.25283949138,BRCA
sample_9,0.0,0.724213686757,1.56364626948,5.73226105786,10.3677314323,8.66030258856,5.01327465259,8.71504908107,10.6634335752,6.62643183559,10.2561615023,8.62080265189,11.467493472,11.2962853199,9.92551735212,11.0157216796,9.03315040554,6.33146517724,3.93959331799,5.71445709742,0.0,10.6813086997,2.77989003934,8.95380358793,8.97263234901,9.87832532065,7.96990450337,6.7363884007,13.1115513961,3.43028527298,1.20414071678,9.18308201484,8.00328177708,8.48237236039,9.83263530539,10.7771484449,10.5054642334,1.20414071678,10.4263276615,0.0,3.93959331799,4.8918031415,6.60726372629,12.163382369,9.82539609555,3.34027740477,8.16276894819,2.9107326619,9.43623056362,1.56364626948,PRAD
