Unnamed: 0,gene_11643,gene_8957,gene_7484,gene_14742,gene_20027,gene_8398,gene_19161,gene_12180,gene_10550,gene_10435,gene_6090,gene_13877,gene_3022,gene_16800,gene_4625,gene_18196,gene_8389,gene_2,gene_2006,gene_14857,gene_1925,gene_1109,gene_5330,gene_9153,gene_6134,gene_14507,gene_610,gene_17091,gene_17726,gene_9766,gene_2510,gene_8390,gene_12600,gene_1001,gene_450,gene_11319,gene_17979,gene_6725,gene_11794,gene_7734,gene_10914,gene_8362,gene_12520,gene_17658,gene_16467,gene_5363,gene_2890,gene_8444,gene_2073,gene_4668,gene_15558,gene_2070,gene_4627,gene_10399,gene_17286,gene_16993,gene_19983,gene_9750,gene_18438,gene_12879,gene_3172,gene_12687,gene_13837,gene_49,gene_5532,gene_10878,gene_18698,gene_10357,gene_3796,gene_896,gene_1341,gene_5201,gene_19891,gene_5483,gene_12128,gene_10420,gene_5927,gene_3580,gene_16628,gene_20331,gene_8422,gene_15353,gene_5706,gene_124,gene_12362,gene_17530,gene_1999,gene_8245,gene_7692,gene_20341,gene_5094,gene_8029,gene_8189,gene_4266,gene_4780,gene_12074,gene_951,gene_1071,gene_10849,gene_4315,Class
sample_0,9.73961861387,8.39112756759,14.1718726395,10.2578003191,6.05361315061,0.0,0.591870870063,14.27696767,7.95410904797,11.5270517589,0.0,8.60352991485,10.156196869,0.0,9.39984826652,1.0102785673,1.82203667202,3.26552691165,12.992132878,7.2491798365,10.9859130741,6.8783084591,10.4256250461,4.30486145149,0.591870870063,8.30352505804,0.0,9.30702544328,7.39106310698,5.24877769365,2.33833883468,6.55944133635,0.0,11.5329889746,0.0,10.2666343002,7.9333070654,7.65626038309,5.85417273062,2.92467000817,9.51832465192,10.300100839,0.0,12.8042137236,6.26816113,10.0407691696,9.30702544328,4.06365824801,7.02597004971,9.458587067,0.591870870063,1.82203667202,6.47970105507,9.74413754392,9.88544014259,7.87528245385,6.17756305284,6.68563184734,9.06824086131,0.0,11.2603903309,0.0,11.249913411,0.591870870063,11.4631769403,9.84384569637,6.58252890707,3.34039135722,10.0703356552,1.0102785673,7.11838049237,9.27785692555,8.52029258873,12.7168194613,10.7445731872,8.14971155968,10.1581173461,6.118237198,0.0,5.7615884628,0.591870870063,9.86361483577,1.0102785673,9.76428610258,0.0,9.33448559506,0.591870870063,10.3412853046,1.0102785673,0.0,0.591870870063,3.33605482401,9.28805166153,12.0121950183,0.0,8.65567740013,10.0778037718,9.48501819356,10.0818562138,2.18589825255,PRAD
sample_1,8.77831701104,9.32730113291,11.7573816749,9.25668518284,6.09610790901,0.0,1.46503412153,12.6511055221,6.85104938328,10.091250244,0.0,9.27085360567,10.3505635459,0.0,10.0975581272,2.91448798592,5.89736871322,1.58842082049,7.54594520922,9.34749514107,9.9062307123,10.3511159174,8.97670158458,1.46503412153,0.323658291026,7.6326099425,0.0,9.43816599464,6.27544664481,2.76237007849,4.36589546315,9.73583184422,0.0,10.6919790064,0.0,10.9792322514,7.9096051159,10.0906682134,5.14827929444,4.03060093075,9.35027843942,10.1416856777,0.0,12.6863801517,4.98577364213,9.39785429023,1.91333943475,9.67676104962,8.61423131998,7.59671156695,0.0,0.0,0.323658291026,8.49659017442,9.61932496712,8.99530925923,6.42745029698,6.57853723791,11.2927990007,0.0,11.3079748971,0.323658291026,9.15405353122,0.323658291026,10.0855786822,9.92352210983,3.96240095169,1.00439352315,3.86614638224,1.70650845057,6.60113935512,9.71956850486,8.71179084904,11.7247355268,10.5906712514,9.37344158772,9.96041324431,9.28546464182,0.323658291026,6.80959451262,3.53156860881,8.79011386662,2.70785605148,10.6158686871,0.0,8.98388571687,0.0,8.93579268434,0.0,0.0,0.0,1.14724156435,9.56434196354,11.7467578289,0.0,8.29554396205,4.1375527057,6.33958103096,9.80196050543,3.59300710003,LUAD
sample_2,9.6301451507,8.68991413198,9.63165363032,10.9915076741,6.58049073697,0.0,0.0,11.8608813461,5.74670510032,9.65689674581,0.0,9.31436118696,10.0423707422,0.0,7.58959122802,1.07416287551,3.54674632531,4.32719871937,12.0368020785,9.98582770917,9.35226858786,9.17507793121,9.24157804219,1.50716034912,1.68302266506,8.50620045367,0.0,8.92134111284,6.98896865391,4.70363230744,3.90715987355,3.79673271489,0.0,11.7103673606,0.0,10.5386739531,8.41569107241,6.88178695937,3.58977546945,0.452595434703,8.36982414672,9.78740797621,0.0,11.6393180957,9.77324967171,9.72820454224,0.452595434703,8.287144423,7.20253526391,8.25046897276,0.0,2.43879850476,0.452595434703,9.37886488422,9.03109739794,9.49466561214,4.95603806086,6.69780161474,8.23868656281,0.0,10.907807017,0.0,11.8541476347,0.0,8.63480742075,10.6814756198,2.33725438047,3.00025244954,6.2581646144,0.452595434703,2.53366301282,10.4717463314,9.09373710081,11.7178049234,10.0614116983,9.54392694171,11.355290524,7.90115048999,0.0,7.60877967895,0.452595434703,9.98005387044,0.796597754048,10.3047391828,0.0,9.25871441775,0.0,10.6357634589,0.0,0.0,0.452595434703,5.11788617048,9.34768337101,12.2709172451,0.452595434703,6.40679344544,9.67716993882,8.80611457297,9.44442688477,0.796597754048,PRAD
sample_3,8.6111207278,8.72501853757,11.3685064615,10.0965965719,6.19905784181,0.0,2.941857519,13.4027722648,6.58998963927,10.9182222283,0.0,8.96633240464,10.7055373564,0.0,8.69103857212,0.434881719407,2.28383289719,4.50764877794,12.7969116159,8.07933010583,10.7793007651,7.70185397563,9.77983095863,2.05869746918,1.63723926617,7.84779025575,0.434881719407,9.61938916602,6.76817108898,3.06825806175,1.93141831808,5.02950147543,0.0,9.66261319427,0.0,9.84363845005,7.86095038646,8.83970140056,4.53548690454,2.941857519,8.3782428269,9.58981965394,0.0,12.4058488061,4.01140618325,9.90791664806,8.8212860932,9.69909349967,8.33174103983,6.94198659351,0.0,0.0,1.03941918313,8.83468593707,8.72021347134,8.8357977824,5.3527867686,6.11368591547,9.10862899611,0.0,11.6355050101,0.0,12.3092546461,0.0,9.93253515121,10.2227707571,4.10285126154,5.13436881664,5.94269981524,0.434881719407,3.91376067636,9.73169408298,9.42488430764,12.3749579515,10.2842920264,7.5982833129,9.83477441069,6.81850548733,0.0,6.71119201903,1.26735601178,9.09626712482,1.26735601178,10.3433078784,0.0,10.0630579636,0.0,9.91371670305,1.03941918313,0.0,0.0,4.50585917993,8.90448108727,11.5927653524,0.0,6.1073677463,9.91949353346,8.8806334923,9.66198647201,1.63723926617,PRAD
sample_4,9.60960723436,9.54153419875,12.4905901856,10.3493254656,6.61378209907,1.09565441671,0.88970715844,12.0231236427,8.76043054791,10.6937657122,0.360982241369,9.8298876051,10.5397404257,0.0,9.91136052686,2.23127879134,0.88970715844,2.82154695883,11.2753795963,8.62986293176,9.89379144819,8.62363644875,9.43061353909,1.09565441671,0.88970715844,7.40818535788,0.0,8.92893284072,6.11322957972,4.98647464908,3.29462074889,7.038710524,0.88970715844,9.58222855959,0.360982241369,10.2825672214,8.05805126992,10.3186444839,4.0452594768,3.56100835414,8.87142477255,8.97122164185,0.0,12.0822022764,7.79917151265,9.8624141952,1.27584142314,12.9447413392,9.97793814606,8.57680176147,0.0,0.360982241369,1.09565441671,9.80167441275,8.56094799814,9.22667710412,6.24894653142,6.13673483798,8.45301952971,0.0,12.1420432198,0.360982241369,10.0731507754,0.88970715844,9.25648705581,9.36495537848,4.34557379156,1.43594856486,10.6546091791,3.25220369616,6.21058563176,9.63527916959,10.3641784387,12.0843998321,11.5596399832,7.15550638879,9.20112167233,7.62729311123,0.0,7.38628501172,0.649385529182,8.7365913466,5.84725282507,10.613890735,0.0,9.52548557324,0.88970715844,10.5710794816,0.0,0.0,0.0,6.48472785246,9.29030459209,11.766019486,0.0,9.3262519483,5.33018548831,8.0565076635,9.99733475287,4.93378034118,BRCA
sample_5,9.49308287031,9.01190650421,14.8692275326,10.2909058547,6.40474817938,0.0,2.00201836053,13.0997735202,8.9889260624,10.1457029263,0.89429393355,9.10708888847,10.1024088083,0.0,10.2197735509,2.28223220805,2.28223220805,3.58191760772,12.2412979749,9.38977113894,10.4712992519,7.49566318765,9.68667560091,3.70291237485,2.00201836053,8.25466489872,0.0,8.73931819832,7.04393500698,6.05015556584,5.03444904253,6.47606731949,0.0,10.7000234961,0.0,10.3923925612,8.61528018476,9.22004694141,5.05825587688,3.79504999289,11.5654020135,10.0520109706,0.0,11.8578294109,7.98322165074,9.6142294792,8.08253761167,9.30221164916,8.36399015935,8.6301287653,0.0,0.89429393355,2.28223220805,8.9493744301,8.51046749005,8.47435086137,5.58904735389,7.49566318765,9.22451545234,0.0,10.567509322,0.0,13.2025723,0.89429393355,10.4691228421,10.3278220717,4.7421194224,8.14076332093,6.03133564153,0.89429393355,5.1081396868,10.0062980239,9.3514052757,12.9515105738,11.8037557749,8.71593797373,10.371961733,7.30122180533,0.0,6.02183502726,0.89429393355,9.5983354268,1.44228003525,10.1408169922,0.0,9.86031260704,0.515409693386,10.3064604836,0.515409693386,0.0,0.515409693386,5.89183229844,9.5578963495,12.2437273866,0.89429393355,8.39343336223,11.5129527534,9.53127227946,9.62838721143,4.80993915228,PRAD
sample_6,10.0613441883,9.13748559241,14.0743254682,10.1846770207,7.09310588218,0.0,0.919683313397,13.1655743957,10.2350448921,10.109673973,0.0,9.19897045511,10.8697943107,0.0,10.1966513015,3.43406771931,3.43406771931,1.69117679681,9.46141396177,6.84155805804,10.5928961328,6.38333795693,9.46323825807,7.64912681425,0.531867995606,8.03973610219,0.0,8.46982087124,8.49142824024,6.4729555967,3.84548001477,6.63056418949,0.0,11.3762122306,0.0,10.076107434,7.58692983634,8.65934305453,4.78090322506,3.173926932,12.3482053038,9.97683616929,0.0,13.1783971994,4.64817204219,9.41599944483,3.49237878274,8.55949946106,5.9968903483,9.07331415181,0.0,0.919683313397,0.0,9.79112380825,9.15451688338,9.1121397287,6.14965567819,8.79202564224,9.1860647041,0.0,10.7046472173,0.0,8.47706204365,1.87774424995,9.16911576324,9.56184734649,6.08480201124,2.19115201793,10.9257546973,0.919683313397,7.68395605992,9.98953642056,8.44788495995,12.2377507206,10.8385263814,7.68082364323,9.00605111968,7.09781092297,0.0,5.34621230917,0.0,8.38000210035,0.0,10.0086807215,0.0,6.49451641631,3.70458428186,10.1521200259,1.224966365,0.0,0.0,6.86713044652,10.0715159933,12.5472319493,0.919683313397,10.5869523476,9.35836988639,10.0146342525,9.11909675084,4.51385074278,KIRC
sample_7,9.61107091853,8.93684991127,15.5324502916,9.75391034655,6.61614887695,0.0,4.51450103627,13.2678707892,10.5505063162,10.381391536,1.65526022602,9.42068029256,10.7203554279,0.0,10.4215178685,2.67228955252,3.02961190036,1.75047787844,11.8626528537,7.18381400162,10.6032925209,5.42359497768,9.07743795899,6.23888810449,0.0,8.27208386013,0.0,8.77753807215,6.42485156368,5.14552665716,4.66471037684,7.50161429618,0.0,11.0353558536,0.0,10.3357141431,7.09586114251,8.81607805597,4.96962021182,6.25927437045,11.4298199271,9.67032341727,0.0,12.0801213226,6.71293963131,9.35352399462,7.23959852925,10.6555038904,6.77089510199,9.40305251223,0.0,4.66471037684,1.28285490932,8.63008142867,8.39387949644,8.70631297153,4.90794337877,7.19444169207,9.56069967161,0.0,10.6397115105,0.0,10.3595189742,1.05304180731,8.64823173396,9.35746843145,6.66281788829,2.67228955252,7.43746079951,2.07884889787,5.27130987933,9.94117235077,8.76214281556,12.2967642457,11.3347593168,8.23482222014,9.24696143861,5.9437291419,0.0,6.20425420558,0.779553903495,8.50476338372,0.441802154629,10.0353077357,0.0,9.04508251409,0.0,9.90172975232,1.28285490932,0.0,0.441802154629,5.53469973925,9.29446682258,12.6300099656,0.0,10.7936602032,10.9391237092,9.07743795899,9.77176015576,3.59778143418,PRAD
sample_8,8.13561695067,8.44362737018,12.9390300189,10.1221032305,6.74075220341,0.352306552906,3.17346327682,12.3417300695,9.14714131265,10.386681636,0.352306552906,11.8205938372,10.4759765613,0.0,11.0513177168,2.35428288647,1.68392098081,2.77273024777,8.89555104793,8.75297934529,9.41665821163,8.58543580738,8.08207450906,1.55404850725,2.51161984066,8.4076459175,0.352306552906,7.82656755362,5.75787665975,4.72516854485,3.91723123453,8.55498783981,0.0,9.10862115592,0.635336494705,10.4047477537,9.70615408213,9.12591968109,2.72826883696,5.53397753409,10.5179449107,10.108602862,0.0,11.8012678049,9.52842090007,9.53542897075,4.09121744489,10.3614174668,8.68963113791,5.72626176315,0.0,4.24645369332,0.352306552906,8.49098320962,7.5735563062,9.63465497661,7.65392703643,6.80996743994,7.28293087531,0.0,12.7576400215,0.0,8.70118168294,0.0,7.61282427608,9.46827987278,3.74933045249,3.65744565126,8.31669787306,1.55404850725,6.687550651,11.0926580513,8.92376423943,11.7519331326,9.8089464829,9.46489489542,10.647997987,8.26054793599,0.0,7.53963962932,1.0748479159,7.73774083442,3.12854086864,11.7271546703,0.352306552906,6.03848666456,0.635336494705,10.6711872048,3.21704455001,0.0,0.0,4.14566930435,9.32382489309,11.5295232819,0.635336494705,6.95642843312,6.84163353254,7.93000989399,9.24048845364,6.72575478735,BRCA
sample_9,10.162643086,9.24174724798,13.8994041308,9.73704617996,6.06289234257,0.0,1.20414071678,12.6459916007,7.99593105207,10.7391308289,0.0,9.68846713428,9.96086931618,0.0,8.67878321508,1.20414071678,0.724213686757,4.42355800269,12.3872499767,7.84045693937,9.35093255353,7.0801353166,9.80240650286,4.79347455824,1.56364626948,8.39005714838,0.0,10.1265367079,7.36896909738,6.465445597,3.81146075489,4.21753318508,0.0,10.8204502402,0.0,10.9676801824,5.46047391709,7.79704541216,4.83427130269,2.47612241988,11.3824186846,8.53910451511,0.0,11.9931613066,4.45047886135,9.22298081142,7.03063403388,9.26333728364,8.11606839317,7.6381245334,0.0,1.56364626948,3.34027740477,9.7918336021,8.83730624727,9.03673684066,5.46239593254,7.11448155307,7.84467438408,0.0,11.2140580034,0.0,12.6970283615,0.0,8.43966468924,9.52316986609,5.48167997561,3.93959331799,8.23010211804,1.56047040917,3.34027740477,9.89026883769,9.24949511776,12.1510260553,10.2241343574,7.32857620143,9.77045246934,6.06289234257,0.0,6.80527955591,1.85119933859,8.16931874179,0.0,10.0433827855,0.0,9.33645523332,0.724213686757,10.5890518496,0.0,0.0,0.0,4.93087450532,9.18923402003,11.1305126479,0.0,7.32065615935,10.3155458526,10.2467643464,9.92164311069,9.35668304703,PRAD
